film_name;film_time_min;country;main_roles;genre;director;rating;url;film_year
Малыш;104;США;Брюс Уиллис, Спенсер Бреслин;фэнтези,комедия,семейный;Джон Тёртлтауб;7.2;https://www.kinopoisk.ru//film/726/sr/1/;2000
Голубая кровь;87;Великобритания;Джули Эндрюс, Эдвард Аттертон;комедия;Эрик Стайлз;7.2;https://www.kinopoisk.ru//film/22174/sr/1/;2000
Хлеб и тюльпаны;114;Италия;Личия Мальетта, Бруно Ганц;мелодрама,комедия;Сильвио Сольдини;7.2;https://www.kinopoisk.ru//film/778/sr/1/;2000
Ромео должен умереть;115;США;Джет Ли, Алия;боевик,триллер,криминал;Анджей Бартковяк;7.2;https://www.kinopoisk.ru//film/4042/sr/1/;2000
Абердин;113;Великобритания;Стеллан Скарсгард, Лина Хиди;драма;Ханс Петтер Муланд;7.2;https://www.kinopoisk.ru//film/20109/sr/1/;2000
Остров;93;Корея Южная;Ким Ю-сок, Со Джон;триллер,драма;Ким Ки Дук;7.1;https://www.kinopoisk.ru//film/76549/sr/1/;2000
Дюна (мини-сериал);265;США;Уильям Хёрт, Алек Ньюман;фантастика,фэнтези,драма;Джон Харрисон;7.1;https://www.kinopoisk.ru//film/229087/sr/1/;2000
Аттила-завоеватель (мини-сериал);177;США;Джерард Батлер, Пауэрс Бут;боевик,драма,мелодрама;Дик Лоури;7.1;https://www.kinopoisk.ru//film/89589/sr/1/;2000
Американский психопат;101;США;Кристиан Бэйл, Уиллем Дефо;драма,криминал,триллер;Мэри Хэррон;7.1;https://www.kinopoisk.ru//film/588/sr/1/;2000
Темное королевство (мини-сериал);232;Великобритания;Уоррен Митчелл, Селия Имри;фэнтези,драма,комедия;Энди Уилсон;7.1;https://www.kinopoisk.ru//film/78932/sr/1/;2000
Бар «Гадкий койот»;97;США;Пайпер Перабо, Адам Гарсия;драма,мелодрама,комедия;Дэвид МакНэлли;7.1;https://www.kinopoisk.ru//film/4888/sr/1/;2000
Неуязвимый;106;США;Брюс Уиллис, Сэмюэл Л. Джексон;фантастика,триллер,драма;М. Найт Шьямалан;7.1;https://www.kinopoisk.ru//film/866/sr/1/;2000
Вместе;106;Швеция;Лиза Линдгрен, Микаэл Нюквист;драма,мелодрама,комедия;Лукас Мудиссон;7.1;https://www.kinopoisk.ru//film/860/sr/1/;2000
Итальянский для начинающих;112;Дания;Андерс В. Бертельсен, Анетт Стёвельбек;драма,мелодрама,комедия;Лоне Шерфиг;7.1;https://www.kinopoisk.ru//film/716/sr/1/;2000
Распутник;100;Франция;Венсан Перес, Фанни Ардан;комедия,история;Габриэль Агион;7.1;https://www.kinopoisk.ru//film/9435/sr/1/;2000
Дорожное приключение;94;США;Брекин Мейер, Шонн Уильям Скотт;комедия;Тодд Филлипс;7.1;https://www.kinopoisk.ru//film/807/sr/1/;2000
Приключения в Изумрудном городе: Принцесса Озма (ТВ);26;Россия;Михаил Боярский, Юлия Бочанова;мультфильм,короткометражка,детский;Илья Максимов;7.1;https://www.kinopoisk.ru//film/81252/sr/1/;2000
Сплетня;90;США;Джеймс Марсден, Лина Хиди;триллер,драма,детектив;Дэвис Гуггенхайм;7.1;https://www.kinopoisk.ru//film/2831/sr/1/;2000
Бензоколонка;28;Германия;Жене Бервутс, Эллен Тен Дамме;короткометражка;Йос Стеллинг;7.1;https://www.kinopoisk.ru//film/149721/sr/1/;2000
Вертикальный предел;124;США;Крис О’Доннелл, Билл Пэкстон;боевик,триллер,драма;Мартин Кэмпбелл;7.1;https://www.kinopoisk.ru//film/2209/sr/1/;2000
Тринадцать дней;140;США;Кевин Костнер, Брюс Гринвуд;триллер,драма,история;Роджер Дональдсон;7.1;https://www.kinopoisk.ru//film/858/sr/1/;2000
Поллок;122;США;Эд Харрис, Марша Гей Харден;драма,биография;Эд Харрис;7.1;https://www.kinopoisk.ru//film/788/sr/1/;2000
Песни со второго этажа;98;Швеция;Ларс Норд, Стефан Ларссон;драма,комедия;Рой Андерссон;7.1;https://www.kinopoisk.ru//film/850/sr/1/;2000
Мисс Конгениальность;110;США;Сандра Буллок, Майкл Кейн;боевик,комедия,криминал;Дональд Питри;7.1;https://www.kinopoisk.ru//film/755/sr/1/;2000
Случайный шпион;108;Гонконг;Джеки Чан, Эрик Цан;боевик,комедия,криминал;Тедди Чань;7.1;https://www.kinopoisk.ru//film/24687/sr/1/;2000
Бугипоп никогда не смеется (мини-сериал);22;Япония;Каори Симидзу, Роксанна Бек;аниме,мультфильм,ужасы;Такаси Ватанабэ;7.1;https://www.kinopoisk.ru//film/201218/sr/1/;2000
Что скрывает ложь;125;США;Мишель Пфайффер, Харрисон Форд;ужасы,фэнтези,триллер;Роберт Земекис;7.1;https://www.kinopoisk.ru//film/879/sr/1/;2000
Бойлерная;120;США;Джованни Рибизи, Вин Дизель;триллер,драма,криминал;Бен Янгер;7.1;https://www.kinopoisk.ru//film/617/sr/1/;2000
Бишунмо – летящий воин;118;Корея Южная;Щин Хён-джун, Ким Хи-сон;фэнтези,боевик,драма;Ким Ён-джун;7.1;https://www.kinopoisk.ru//film/47242/sr/1/;2000
Вундеркинды;103;США;Майкл Дуглас, Тоби Магуайр;драма,комедия;Кёртис Хэнсон;7.1;https://www.kinopoisk.ru//film/885/sr/1/;2000
Клетка;107;США;Дженнифер Лопес, Винс Вон;ужасы,фантастика,триллер;Тарсем Сингх;7.1;https://www.kinopoisk.ru//film/630/sr/1/;2000
Цена победы;114;Великобритания;Роберт Дювалл, Майкл Китон;драма,спорт;Майкл Корренте;7.0;https://www.kinopoisk.ru//film/3577/sr/1/;2000
Под песком;92;Франция;Шарлотта Рэмплинг, Бруно Кремер;драма,детектив;Франсуа Озон;7.0;https://www.kinopoisk.ru//film/24968/sr/1/;2000
Восьмое марта;89;Россия;Лариса Удовиченко, Игорь Ливанов;мелодрама;Андрей Максимков;7.0;https://www.kinopoisk.ru//film/294988/sr/1/;2000
Оборотень;108;Канада;Эмили Перкинс, Кэтрин Изабель;ужасы,фэнтези,драма;Джон Фоусет;7.0;https://www.kinopoisk.ru//film/680/sr/1/;2000
В глубине;101;Канада;Кирстен Данст, Линн Редгрейв;фэнтези,драма,мелодрама;Шери Элвуд;7.0;https://www.kinopoisk.ru//film/20977/sr/1/;2000
Букашки;9;Россия;Ирина Муравьёва, Александр Пожаров;мультфильм,короткометражка,комедия;Михаил Алдашин;7.0;https://www.kinopoisk.ru//film/41515/sr/1/;2000
Голоса;101;Великобритания;Дэниэл Крэйг, Келли Макдоналд;драма,комедия;Саймон Селлан Джоунс;7.0;https://www.kinopoisk.ru//film/20604/sr/1/;2000
Мелкие мошенники;94;США;Вуди Аллен, Трейси Ульман;комедия,криминал;Вуди Аллен;7.0;https://www.kinopoisk.ru//film/834/sr/1/;2000
Человек, который плакал;100;Великобритания;Кристина Риччи, Кейт Бланшетт;драма,мелодрама,военный;Салли Поттер;7.0;https://www.kinopoisk.ru//film/748/sr/1/;2000
Нюрнберг (мини-сериал);180;Канада;Алек Болдуин, Брайан Кокс;драма,военный,история;Ив Симоно;7.0;https://www.kinopoisk.ru//film/93564/sr/1/;2000
Вместо меня;104;Россия;Олег Стриженов, Сергей Безруков;драма,мелодрама;Ольга Басова;7.0;https://www.kinopoisk.ru//film/41428/sr/1/;2000
Мерцающие огни;109;Дания;Сёрен Пильмарк, Ульрих Томсен;боевик,комедия,криминал;Андерс Томас Йенсен;7.0;https://www.kinopoisk.ru//film/614/sr/1/;2000
Правила боя;128;Великобритания;Томми Ли Джонс, Сэмюэл Л. Джексон;триллер,драма,военный;Уильям Фридкин;7.0;https://www.kinopoisk.ru//film/811/sr/1/;2000
Таймшер;87;Германия;Настасья Кински, Тимоти Далтон;мелодрама,комедия,семейный;Шэрон фон Витерсхайм;7.0;https://www.kinopoisk.ru//film/18787/sr/1/;2000
Князь Дракула (ТВ);92;США;Рудольф Мартин, Джейн Марч;ужасы,триллер,биография;Джо Чаппелль;7.0;https://www.kinopoisk.ru//film/79513/sr/1/;2000
